fold,train_start,train_end,test_start,test_end,train_n,val_n,test_n,val_MAE,test_MAE,test_RMSE,test_corr,test_dir_acc
16,2024-12-01,2025-11-30,2025-12-15,2025-12-21,8760,336,168,100.09,85.2,111.75,0.7407,0.6087
