,0
n_days,76.0
cap_mwh,400.0
cap_comp,350.0
cap_comp_in_obj,1.0
cycles_avg,4.040921052631578
arb_net,248188.0
comp_total,39126899.0
net_total,39375085.0
pf_net_total,50697547.0
realization,0.7766664726401852
