fold,train_start,test_start,test_end,train_n,val_n,test_n,val_MAE,test_MAE,test_RMSE,test_dir_acc
16,2024-12-01,2025-12-15,2025-12-21,8760,336,168,97.38,76.86,96.72,0.6131
