date,alpha,actual_mean,p10_mean,p50_mean,p90_mean,interval_width,charge_mwh,discharge_mwh,net,pf_net,ratio
2026-01-27,0.2,471.7,159.85,477.83,757.63,597.77,838.63,0.0,-259896.0,475018.0,-0.5471287403845749
2026-01-28,0.2,750.33,170.86,450.96,678.11,507.25,838.63,763.15,161850.0,598879.0,0.2702549262872801
2026-01-29,0.2,751.84,220.3,600.57,949.09,728.79,838.63,763.15,213548.0,666540.0,0.3203828727458217
2026-01-30,0.2,416.66,218.37,591.94,939.0,720.63,589.29,1299.4,619151.0,57067.0,10.849545271347715
2026-01-31,0.2,181.89,126.69,363.78,678.41,551.72,536.25,487.99,167365.0,496746.0,0.3369226928852975
2026-02-01,0.2,169.92,19.63,229.26,537.22,517.59,838.63,438.75,233742.0,402819.0,0.5802655783366722
2026-02-02,0.2,186.67,62.4,294.68,619.16,556.75,838.63,1087.55,190582.0,228478.0,0.8341372035819641
2026-02-03,0.2,67.73,-103.13,35.17,330.65,433.77,838.63,763.15,25132.0,300875.0,0.08352970502700457
2026-02-04,0.2,25.46,-8.38,120.76,396.28,404.66,838.63,763.15,109687.0,163337.0,0.6715379858819496
2026-02-05,0.2,348.31,-27.1,108.64,371.51,398.61,838.63,0.0,10482.0,647996.0,0.016176025777936903
2026-02-06,0.2,304.23,66.13,318.28,657.1,590.97,838.63,1526.3,293815.0,124580.0,2.3584443730935947
2026-02-07,0.2,83.54,-41.09,88.33,396.97,438.06,838.63,0.0,40843.0,376042.0,0.1086128677115854
2026-02-08,0.2,71.13,28.11,196.02,495.12,467.01,838.63,1526.3,258586.0,133576.0,1.9358717134814638
2026-02-09,0.2,-8.61,-68.91,15.99,287.19,356.1,984.88,896.24,-18418.0,185945.0,-0.09905079458979806
2026-02-10,0.2,178.38,-71.17,-10.59,289.71,360.88,838.63,0.0,-51613.0,550067.0,-0.0938303879345607
2026-02-11,0.2,23.69,-36.5,123.93,461.16,497.66,838.63,1526.3,133924.0,238868.0,0.5606611182745281
2026-02-12,0.2,107.33,-8.94,145.07,479.31,488.25,838.63,763.15,126681.0,275406.0,0.45997908542297555
2026-02-13,0.2,10.83,-33.15,109.41,438.38,471.53,838.63,763.15,45389.0,193813.0,0.2341896570405494
2026-02-14,0.2,-42.23,-48.5,32.15,315.05,363.55,838.63,763.15,4418.0,70252.0,0.06288788931275978
2026-02-15,0.2,158.85,-56.71,-16.08,194.43,251.14,838.63,0.0,39862.0,539198.0,0.07392831575784777
2026-02-16,0.2,195.21,17.03,208.57,543.89,526.86,838.63,1526.3,506216.0,282953.0,1.7890462373609752
2026-02-17,0.2,-8.96,21.5,174.67,432.65,411.15,838.63,763.15,3891.0,50689.0,0.07676221665450098
2026-02-18,0.2,-45.33,-59.59,-29.22,179.56,239.15,838.63,195.0,32772.0,27996.0,1.1705957993999143
2026-02-19,0.2,-50.05,-56.79,-32.23,143.67,200.46,585.0,337.35,13035.0,6306.0,2.067078972407231
2026-02-20,0.2,-50.0,-59.81,-45.69,35.12,94.93,146.25,133.09,1310.0,6051.0,0.21649314162948274
2026-02-21,0.2,21.31,-59.24,-47.62,38.04,97.28,195.0,177.45,600.0,211792.0,0.002832968195210395
2026-02-22,0.2,15.12,-28.02,120.96,450.98,479.0,838.63,1526.3,168981.0,216056.0,0.7821166734550302
2026-02-23,0.2,106.77,-47.58,53.1,323.45,371.02,838.63,585.0,167128.0,347143.0,0.4814384850047387
2026-02-24,0.2,28.69,-42.14,66.95,299.16,341.3,838.63,941.3,79860.0,74406.0,1.0733005402790097
2026-02-25,0.2,66.02,-57.14,-37.11,124.38,181.51,838.63,0.0,41071.0,271393.0,0.1513340432509313
2026-02-26,0.2,236.91,-18.33,133.9,408.97,427.31,838.63,1526.3,242219.0,97133.0,2.4936839179269663
2026-02-27,0.2,227.56,-51.91,59.86,393.08,445.0,838.63,0.0,-294528.0,375163.0,-0.7850667576493418
2026-02-28,0.2,217.54,-45.95,104.25,423.78,469.73,838.63,763.15,-90278.0,440326.0,-0.2050253675685742
2026-03-01,0.2,411.2,0.17,253.12,471.13,470.97,0.0,763.15,552985.0,21669.0,25.519636346854956
2026-03-02,0.2,19.94,-22.0,220.93,481.57,503.57,0.0,0.0,-260.0,265495.0,-0.0009793028117290345
2026-03-03,0.2,146.31,-47.77,34.29,327.46,375.23,838.63,0.0,40025.0,401710.0,0.09963655373279232
2026-03-04,0.2,327.65,-14.39,173.12,450.81,465.2,838.63,1153.15,50204.0,164946.0,0.304366277448377
2026-03-05,0.2,111.8,-30.33,170.55,460.47,490.79,0.0,373.15,109407.0,323021.0,0.3386993415288789
2026-03-06,0.2,367.51,-27.85,115.28,404.51,432.35,838.63,0.0,-295126.0,207048.0,-1.4253989413082957
2026-03-07,0.2,62.98,-33.56,195.43,480.81,514.37,589.29,1299.4,286394.0,226298.0,1.2655613394727308
2026-03-08,0.2,181.48,-22.49,107.33,410.45,432.94,838.63,341.25,142917.0,287107.0,0.49778305649113397
2026-03-09,0.2,80.91,-16.68,142.37,386.78,403.46,838.63,1185.05,227343.0,101417.0,2.2416655984696847
2026-03-10,0.2,149.94,-54.02,0.26,251.57,305.6,838.63,0.0,35915.0,523096.0,0.06865852539495619
2026-03-11,0.2,339.18,-6.18,154.31,379.85,386.03,838.63,1526.3,289372.0,249197.0,1.1612178316753412
2026-03-12,0.2,-12.03,-52.26,26.48,353.03,405.29,838.63,763.15,129148.0,125605.0,1.0282074758170454
2026-03-13,0.2,210.82,-48.32,42.76,342.42,390.74,838.63,0.0,-63944.0,490585.0,-0.1303423463823802
2026-03-14,0.2,373.89,-4.71,247.69,538.54,543.24,838.63,1526.3,384078.0,-142890.0,-2.6879277766113794
2026-03-15,0.2,322.58,-13.29,213.46,477.49,490.79,838.63,390.0,-160835.0,456638.0,-0.3522155405375812
2026-03-16,0.2,41.61,8.4,242.84,519.09,510.69,0.0,373.15,133445.0,164508.0,0.8111763561650497
2026-03-17,0.2,196.14,-59.51,-24.3,251.4,310.91,838.63,-0.0,-177402.0,567396.0,-0.3126599412050843
2026-03-18,0.2,120.09,-35.73,140.76,463.93,499.66,731.25,1428.59,394573.0,309720.0,1.2739668087304663
2026-03-19,0.2,180.32,-33.48,85.37,388.11,421.58,838.63,0.0,39582.0,449492.0,0.08805940928870815
2026-03-20,0.2,122.4,8.03,235.79,505.76,497.72,838.63,1526.3,450464.0,206542.0,2.180980139632617
2026-03-21,0.2,-13.45,-27.97,80.0,346.03,374.01,838.63,763.15,64257.0,104658.0,0.6139712205469242
2026-03-22,0.2,322.63,-53.88,32.04,314.33,368.21,838.63,0.0,-192898.0,433793.0,-0.444677530527233
2026-03-23,0.2,74.19,17.96,270.21,558.98,541.01,696.43,1396.9,361983.0,131273.0,2.757482498305059
2026-03-24,0.2,62.7,-27.49,83.91,371.05,398.54,838.63,195.0,108714.0,331329.0,0.32811495522577255
2026-03-25,0.2,189.55,-7.89,157.77,454.41,462.3,838.63,568.15,268957.0,416792.0,0.6453026929499607
2026-03-26,0.2,389.23,33.88,228.3,498.81,464.93,838.63,763.15,505714.0,461338.0,1.0961897784270969
2026-03-27,0.2,450.4,47.16,286.46,618.88,571.72,838.63,909.4,327084.0,339334.0,0.9638998744599716
2026-03-28,0.2,323.76,48.22,302.1,580.37,532.15,838.63,1380.05,24616.0,46602.0,0.528217673061242
