,0
n_days,81.0
cap_mwh,400.0
cap_comp,350.0
cycles_avg,4.035555555555556
arb_net,1441588.0
comp_total,41645791.0
net_total,43087382.0
pf_net_total,54998644.0
realization,0.7834262604728945
