date,alpha,actual_mean,p10_mean,p50_mean,p90_mean,interval_width,charge_mwh,discharge_mwh,net,pf_net,ratio
2026-01-27,0.7,471.7,695.49,767.01,822.84,127.35,838.63,763.15,370107.0,475018.0,0.7791431061559773
2026-01-28,0.7,750.33,450.78,487.34,504.19,53.42,1200.0,341.25,-544135.0,598879.0,-0.9085892141818297
2026-01-29,0.7,751.84,499.55,544.78,568.7,69.15,1200.0,1170.0,68877.0,666540.0,0.10333513367539833
2026-01-30,0.7,416.66,461.78,494.17,515.97,54.19,565.18,1187.06,382005.0,57067.0,6.6939737501533285
2026-01-31,0.7,181.89,223.46,243.13,272.08,48.62,838.63,763.15,235420.0,496746.0,0.4739242993401054
2026-02-01,0.7,169.92,50.54,67.38,86.56,36.02,838.63,763.15,318389.0,402819.0,0.7904021409119232
2026-02-02,0.7,186.67,250.18,273.23,298.48,48.31,910.06,828.15,143218.0,228478.0,0.6268349687934943
2026-02-03,0.7,67.73,-22.69,-9.66,12.83,35.52,1200.0,390.0,9569.0,300875.0,0.03180390527627752
2026-02-04,0.7,25.46,56.19,72.35,89.59,33.4,926.25,781.74,180769.0,163337.0,1.1067241347643215
2026-02-05,0.7,348.31,281.26,299.71,315.92,34.66,838.63,1526.3,767510.0,647996.0,1.1844363236810105
2026-02-06,0.7,304.23,374.55,400.16,417.15,42.6,877.5,798.53,-7696.0,124580.0,-0.061775565901428804
2026-02-07,0.7,83.54,53.37,64.26,80.23,26.86,1124.34,1023.15,292083.0,376042.0,0.7767297269985799
2026-02-08,0.7,71.13,83.01,95.77,113.22,30.21,838.63,763.15,95378.0,133576.0,0.7140354554710427
2026-02-09,0.7,-8.61,-20.34,-0.88,13.06,33.4,1200.0,328.85,2152.0,185945.0,0.011573314689827637
2026-02-10,0.7,178.38,136.45,152.94,171.26,34.81,903.63,1585.45,422011.0,550067.0,0.7671992684527521
2026-02-11,0.7,23.69,32.68,47.32,62.66,29.98,910.06,828.15,144415.0,238868.0,0.6045807726443057
2026-02-12,0.7,107.33,125.06,134.52,153.16,28.1,1033.63,940.6,98210.0,275406.0,0.3566008002730514
2026-02-13,0.7,10.83,22.92,43.3,57.69,34.78,838.63,763.15,79349.0,193813.0,0.4094101014895802
2026-02-14,0.7,-42.23,17.78,31.56,50.78,33.0,1082.38,221.81,43480.0,70252.0,0.6189147639924842
2026-02-15,0.7,158.85,187.16,205.42,222.42,35.27,838.63,1526.3,484359.0,539198.0,0.8982952459022474
2026-02-16,0.7,195.21,295.25,320.41,348.64,53.39,910.06,828.15,217780.0,282953.0,0.7696684608397861
2026-02-17,0.7,-8.96,74.85,90.02,107.01,32.16,838.63,763.15,3891.0,50689.0,0.07676221665450098
2026-02-18,0.7,-45.33,31.63,48.63,64.61,32.98,1200.0,1072.99,21539.0,27996.0,0.7693599085583654
2026-02-19,0.7,-50.05,-24.13,-13.1,-2.22,21.9,1200.0,626.44,29107.0,6306.0,4.615762765620045
2026-02-20,0.7,-50.0,-23.04,-2.96,7.92,30.96,838.63,1247.73,-19803.0,6051.0,-3.2726822012890433
2026-02-21,0.7,21.31,-23.31,-6.11,4.74,28.05,838.63,0.0,41654.0,211792.0,0.196674095338823
2026-02-22,0.7,15.12,157.82,182.02,201.96,44.14,838.63,1526.3,124434.0,216056.0,0.575934017106676
