date,alpha,actual_mean,p10_mean,p50_mean,p90_mean,interval_width,charge_mwh,discharge_mwh,net,pf_net,ratio
2026-01-27,0.5,471.7,696.34,769.33,824.35,128.01,838.63,763.15,358499.0,475018.0,0.7547061374516334
2026-01-28,0.5,750.33,451.79,489.74,506.84,55.06,1200.0,390.0,-506084.0,598879.0,-0.8450521724755752
2026-01-29,0.5,751.84,500.89,546.22,570.54,69.65,1200.0,1172.93,90838.0,666540.0,0.13628289374981248
2026-01-30,0.5,416.66,462.77,495.87,518.95,56.18,662.68,1224.11,365142.0,57067.0,6.398478980847075
2026-01-31,0.5,181.89,225.25,245.83,273.39,48.14,838.63,763.15,236899.0,496746.0,0.47690167610811157
2026-02-01,0.5,169.92,51.81,70.12,87.84,36.03,838.63,763.15,305826.0,402819.0,0.7592144362604545
2026-02-02,0.5,186.67,251.7,276.17,299.98,48.28,981.49,893.15,140735.0,228478.0,0.6159674016754348
2026-02-03,0.5,67.73,-20.77,-6.84,14.13,34.9,1200.0,390.0,7593.0,300875.0,0.025236393851267136
2026-02-04,0.5,25.46,57.12,76.01,90.83,33.71,1137.5,1120.22,213279.0,163337.0,1.3057604829279343
2026-02-05,0.5,348.31,282.97,303.22,317.03,34.06,838.63,1380.05,727985.0,647996.0,1.123440576793684
2026-02-06,0.5,304.23,376.43,402.03,419.08,42.66,877.5,798.53,-8915.0,124580.0,-0.07156044308877829
2026-02-07,0.5,83.54,55.25,67.61,81.49,26.24,1194.11,1086.64,293803.0,376042.0,0.7813036841629393
2026-02-08,0.5,71.13,85.06,98.52,114.53,29.47,910.06,828.15,97992.0,133576.0,0.7336048391926694
2026-02-09,0.5,-8.61,-18.21,2.13,14.24,32.45,1200.0,328.85,-4535.0,185945.0,-0.024388932211137703
2026-02-10,0.5,178.38,137.5,155.84,172.43,34.94,964.29,1640.65,436785.0,550067.0,0.794057814775291
2026-02-11,0.5,23.69,34.91,50.38,63.97,29.06,945.77,860.65,144576.0,238868.0,0.6052547850695782
2026-02-12,0.5,107.33,127.22,137.3,154.19,26.97,1052.91,958.15,100209.0,275406.0,0.3638591751813686
2026-02-13,0.5,10.83,24.59,45.98,58.93,34.35,838.63,763.15,80546.0,193813.0,0.41558615779127306
2026-02-14,0.5,-42.23,19.25,34.15,52.08,32.84,1082.38,221.81,43480.0,70252.0,0.6189147639924842
2026-02-15,0.5,158.85,189.1,209.08,223.6,34.5,838.63,1526.3,493465.0,539198.0,0.915183290739209
2026-02-16,0.5,195.21,297.28,323.69,349.8,52.52,945.77,860.65,216688.0,282953.0,0.7658091626524547
2026-02-17,0.5,-8.96,76.74,92.37,108.32,31.58,838.63,763.15,3891.0,50689.0,0.07676221665450098
2026-02-18,0.5,-45.33,33.34,50.73,65.92,32.59,1200.0,1072.99,21539.0,27996.0,0.7693599085583654
2026-02-19,0.5,-50.05,-22.21,-10.68,-0.92,21.29,1192.74,975.0,11285.0,6306.0,1.7895654931810974
2026-02-20,0.5,-50.0,-21.45,-0.03,8.78,30.23,838.63,892.55,-2045.0,6051.0,-0.3379606676582383
2026-02-21,0.5,21.31,-20.95,-3.22,5.77,26.72,838.63,0.0,41654.0,211792.0,0.196674095338823
2026-02-22,0.5,15.12,160.08,184.69,203.12,43.04,838.63,1526.3,124434.0,216056.0,0.575934017106676
2026-02-23,0.5,106.77,105.29,115.37,125.55,20.25,1033.63,940.6,276323.0,347143.0,0.7959918535012949
2026-02-24,0.5,28.69,69.19,83.72,93.25,24.05,1200.0,328.85,57907.0,74406.0,0.7782571298013601
2026-02-25,0.5,66.02,83.29,104.88,119.33,36.04,642.86,1348.15,261996.0,271393.0,0.9653749359784519
2026-02-26,0.5,236.91,225.58,253.64,272.24,46.66,838.63,763.15,-50584.0,97133.0,-0.520770489946774
2026-02-27,0.5,227.56,124.99,142.63,159.9,34.91,1200.0,457.06,-346957.0,375163.0,-0.924816679683231
2026-02-28,0.5,217.54,166.13,194.87,217.08,50.95,1023.75,1566.55,57029.0,440326.0,0.12951540449575996
2026-03-01,0.5,411.2,307.81,341.93,364.73,56.92,877.5,798.53,-136250.0,21669.0,-6.287784392450044
