date,alpha,actual_mean,p10_mean,p50_mean,p90_mean,interval_width,charge_mwh,discharge_mwh,net,pf_net,ratio
2026-01-27,0.2,471.7,186.4,480.8,764.26,577.86,838.63,146.25,-155877.0,475018.0,-0.32814967011776397
2026-01-28,0.2,750.33,207.0,471.54,711.83,504.83,838.63,616.9,21477.0,598879.0,0.03586200217406187
2026-01-29,0.2,751.84,267.87,618.13,967.77,699.9,838.63,763.15,213548.0,666540.0,0.3203828727458217
2026-01-30,0.2,416.66,262.31,604.89,949.83,687.52,589.29,1299.4,618942.0,57067.0,10.845882909562444
2026-01-31,0.2,181.89,139.66,371.12,693.09,553.43,390.0,354.9,119421.0,496746.0,0.24040656593107945
2026-02-01,0.2,169.92,10.17,197.66,504.42,494.25,838.63,390.0,212455.0,402819.0,0.5274205039980736
2026-02-02,0.2,186.67,58.89,261.92,584.91,526.02,838.63,1136.3,283778.0,228478.0,1.24203643239174
2026-02-03,0.2,67.73,-73.88,62.22,337.73,411.61,838.63,763.15,-3988.0,300875.0,-0.013254673867885335
2026-02-04,0.2,25.46,-10.97,117.18,387.75,398.71,838.63,763.15,111085.0,163337.0,0.6800969774147927
2026-02-05,0.2,348.31,-29.42,86.12,326.61,356.03,838.63,0.0,-25550.0,647996.0,-0.03942925573614652
2026-02-06,0.2,304.23,69.14,291.86,625.2,556.07,838.63,1526.3,288772.0,124580.0,2.3179643602504414
2026-02-07,0.2,83.54,-30.0,93.91,383.03,413.02,838.63,0.0,40843.0,376042.0,0.1086128677115854
2026-02-08,0.2,71.13,44.21,233.93,539.51,495.29,838.63,1526.3,220279.0,133576.0,1.6490911540995388
2026-02-09,0.2,-8.61,-57.22,32.5,308.89,366.11,838.63,763.15,-3476.0,185945.0,-0.018693699749926053
2026-02-10,0.2,178.38,-69.15,1.22,321.47,390.62,838.63,0.0,-107962.0,550067.0,-0.19627063612250872
2026-02-11,0.2,23.69,-24.29,127.35,457.51,481.8,838.63,1526.3,134326.0,238868.0,0.5623440561314199
2026-02-12,0.2,107.33,-10.07,131.21,461.12,471.19,838.63,763.15,138297.0,275406.0,0.5021568157556481
2026-02-13,0.2,10.83,-30.66,102.83,427.67,458.33,838.63,763.15,35903.0,193813.0,0.18524557176247208
2026-02-14,0.2,-42.23,-47.51,33.87,328.59,376.1,838.63,763.15,4569.0,70252.0,0.0650372943119057
2026-02-15,0.2,158.85,-55.69,-13.23,208.1,263.79,838.63,0.0,39862.0,539198.0,0.07392831575784777
2026-02-16,0.2,195.21,14.73,195.17,520.54,505.81,838.63,1526.3,510866.0,282953.0,1.8054800620597766
2026-02-17,0.2,-8.96,22.01,161.53,413.41,391.41,838.63,763.15,3891.0,50689.0,0.07676221665450098
2026-02-18,0.2,-45.33,-60.48,-26.56,207.24,267.73,838.63,195.0,32772.0,27996.0,1.1705957993999143
2026-02-19,0.2,-50.05,-58.51,-35.9,142.51,201.03,292.5,71.18,11718.0,6306.0,1.858230256898192
2026-02-20,0.2,-50.0,-64.03,-50.04,33.43,97.46,-0.0,0.0,651.0,6051.0,0.10758552305404065
2026-02-21,0.2,21.31,-64.85,-52.92,41.85,106.69,0.0,0.0,-278.0,211792.0,-0.0013126085971141498
2026-02-22,0.2,15.12,-28.91,106.06,409.87,438.77,838.63,1526.3,165130.0,216056.0,0.7642925908097901
2026-02-23,0.2,106.77,-54.38,30.05,278.0,332.38,838.63,585.0,167128.0,347143.0,0.4814384850047387
2026-02-24,0.2,28.69,-47.47,58.51,274.4,321.86,838.63,941.3,82703.0,74406.0,1.1115098244765207
2026-02-25,0.2,66.02,-60.3,-37.25,119.73,180.04,838.63,0.0,41071.0,271393.0,0.1513340432509313
2026-02-26,0.2,236.91,-22.3,115.65,360.39,382.69,838.63,1526.3,196190.0,97133.0,2.0198078922714218
2026-02-27,0.2,227.56,-50.15,57.69,391.18,441.33,838.63,0.0,-294528.0,375163.0,-0.7850667576493418
2026-02-28,0.2,217.54,-43.14,97.63,416.42,459.56,838.63,763.15,-91145.0,440326.0,-0.20699436326721565
2026-03-01,0.2,411.2,11.62,266.92,472.62,461.0,107.14,860.65,549354.0,21669.0,25.352069777100926
2026-03-02,0.2,19.94,-23.53,218.92,479.43,502.96,0.0,0.0,-260.0,265495.0,-0.0009793028117290345
2026-03-03,0.2,146.31,-46.21,42.12,356.92,403.13,838.63,0.0,40025.0,401710.0,0.09963655373279232
2026-03-04,0.2,327.65,-11.37,164.12,443.69,455.06,838.63,1526.3,149297.0,164946.0,0.9051265262570781
2026-03-05,0.2,111.8,-31.14,134.69,456.74,487.88,0.0,0.0,-1457.0,323021.0,-0.004510542658217267
2026-03-06,0.2,367.51,-28.72,95.02,386.45,415.16,838.63,0.0,-277006.0,207048.0,-1.3378830029751556
2026-03-07,0.2,62.98,-27.63,196.24,476.32,503.95,838.63,1526.3,318259.0,226298.0,1.4063712449955368
2026-03-08,0.2,181.48,-18.48,105.33,403.06,421.54,838.63,487.5,193029.0,287107.0,0.6723242554169699
2026-03-09,0.2,80.91,-11.86,120.74,356.63,368.49,838.63,1038.8,157919.0,101417.0,1.557125531222576
2026-03-10,0.2,149.94,-56.27,-0.55,235.74,292.01,838.63,0.0,35915.0,523096.0,0.06865852539495619
2026-03-11,0.2,339.18,-5.06,133.55,349.25,354.32,838.63,1526.3,280399.0,249197.0,1.1252101750823646
2026-03-12,0.2,-12.03,-49.36,21.21,308.77,358.13,984.88,896.24,129660.0,125605.0,1.0322837466661359
2026-03-13,0.2,210.82,-50.32,38.67,368.85,419.17,838.63,0.0,-30120.0,490585.0,-0.06139608834350826
2026-03-14,0.2,373.89,-2.5,227.26,504.79,507.29,838.63,763.15,163025.0,-142890.0,-1.140912590104276
2026-03-15,0.2,322.58,15.79,261.85,484.54,468.76,838.63,1526.3,167645.0,456638.0,0.3671288854628831
2026-03-16,0.2,41.61,64.01,272.32,530.01,466.0,838.63,763.15,49777.0,164508.0,0.3025810294940064
2026-03-17,0.2,196.14,-57.14,-33.21,200.33,257.47,838.63,0.0,-266376.0,567396.0,-0.46947105725102045
2026-03-18,0.2,120.09,-31.73,96.92,431.57,463.3,828.75,1517.31,415790.0,309720.0,1.3424706186232727
2026-03-19,0.2,180.32,-32.83,77.47,380.47,413.3,838.63,0.0,39582.0,449492.0,0.08805940928870815
2026-03-20,0.2,122.4,21.03,234.3,504.75,483.72,838.63,1526.3,450464.0,206542.0,2.180980139632617
2026-03-21,0.2,-13.45,-26.51,75.62,338.65,365.16,838.63,763.15,64257.0,104658.0,0.6139712205469242
2026-03-22,0.2,322.63,-52.31,28.7,311.98,364.3,838.63,0.0,-143334.0,433793.0,-0.33042026957558096
2026-03-23,0.2,74.19,22.76,254.72,557.01,534.25,838.63,1526.3,367655.0,131273.0,2.800690164771126
2026-03-24,0.2,62.7,-29.47,68.16,345.27,374.74,838.63,0.0,41114.0,331329.0,0.12408814199783297
2026-03-25,0.2,189.55,-4.75,149.01,457.45,462.2,838.63,763.15,350660.0,416792.0,0.8413309276569608
2026-03-26,0.2,389.23,42.05,221.06,491.73,449.68,838.63,763.15,509105.0,461338.0,1.1035401375997642
2026-03-27,0.2,450.4,57.61,275.29,624.27,566.66,838.63,958.15,351601.0,339334.0,1.0361502236734308
2026-03-28,0.2,323.76,46.53,254.73,560.29,513.76,838.63,1331.3,6203.0,46602.0,0.13310587528432255
2026-03-29,0.2,287.65,-50.1,51.57,293.19,343.29,838.63,0.0,-241632.0,226968.0,-1.0646082267103734
2026-03-30,0.2,393.88,26.1,219.29,450.24,424.13,838.63,1526.3,180331.0,277231.0,0.6504719890632722
2026-03-31,0.2,90.76,17.24,217.0,513.73,496.48,838.63,763.15,265505.0,303016.0,0.8762078570108509
2026-04-01,0.2,311.49,20.86,184.23,444.87,424.01,838.63,763.15,170030.0,313165.0,0.5429406223556272
2026-04-02,0.2,40.93,12.22,174.25,448.12,435.9,838.63,763.15,12312.0,142623.0,0.08632548747396984
