,0
n_days,81.0
cap_mwh,400.0
cap_comp,350.0
cap_comp_in_obj,0.0
cycles_avg,2.227777777777778
arb_net,5899608.0
comp_total,22991875.0
net_total,28891483.0
pf_net_total,46582199.0
realization,0.6202258291842341
