,0
n_days,81.0
cap_mwh,400.0
cap_comp,350.0
cap_comp_in_obj,2.0
cycles_avg,4.374814814814815
arb_net,-3622892.0
comp_total,45140346.0
net_total,41517453.0
pf_net_total,55420745.0
realization,0.7491319901960899
