date,pred_native_15m,charge_window,discharge_window,charge_mwh,discharge_mwh,soc_end,gross,aux_cost,net,pf_gross,pf_aux_cost,pf_net
2026-02-15,False,09:45–14:45,03:00–23:30,838.63,1526.3,0.0,477676.0,2070.0,475606.0,541268.0,2070.0,539198.0
2026-02-16,False,09:30–15:30,19:00–23:30,838.63,763.15,0.0,244059.0,2544.0,241516.0,285497.0,2544.0,282953.0
2026-02-17,False,01:00–24:00,02:15–22:00,1200.0,793.92,312.5,19443.0,-117.0,19559.0,50572.0,-117.0,50689.0
2026-02-18,False,00:00–24:00,02:45–20:30,1200.0,1184.84,215.1,22627.0,-591.0,23218.0,27406.0,-591.0,27996.0
2026-02-19,False,08:15–24:00,00:00–17:15,1200.0,534.09,800.0,33356.0,-652.0,34008.0,5653.0,-652.0,6306.0
2026-02-20,False,01:30–16:15,00:00–23:15,1199.16,1854.39,0.0,-32761.0,-652.0,-32110.0,5400.0,-652.0,6051.0
2026-02-21,False,06:00–20:30,09:30–24:00,1200.0,670.1,442.3,126233.0,278.0,125955.0,212070.0,278.0,211792.0
2026-02-22,False,03:45–17:00,00:00–22:30,1200.0,1513.9,-0.0,146325.0,197.0,146128.0,216253.0,197.0,216056.0
2026-02-23,False,01:00–17:00,03:00–22:30,963.63,876.9,0.0,243216.0,1391.0,241825.0,348534.0,1391.0,347143.0
2026-02-24,False,00:00–24:00,03:00–20:00,1200.0,328.85,800.0,55431.0,374.0,55058.0,74780.0,374.0,74406.0
2026-02-25,False,01:45–16:00,00:00–24:00,1122.74,1784.84,0.0,258622.0,860.0,257761.0,272253.0,860.0,271393.0
2026-02-26,False,–,–,0.0,0.0,0.0,0.0,3087.0,-3087.0,100220.0,3087.0,97133.0
2026-02-27,False,–,–,0.0,0.0,0.0,0.0,2965.0,-2965.0,378128.0,2965.0,375163.0
2026-02-28,False,00:00–17:00,06:00–23:00,1200.0,1092.0,-0.0,-29489.0,2835.0,-32324.0,443160.0,2835.0,440326.0
2026-03-01,False,00:00–17:45,01:45–20:00,1023.75,931.61,0.0,-48552.0,5358.0,-53910.0,27026.0,5358.0,21669.0
2026-03-02,False,00:00–24:00,02:00–21:00,1200.0,328.85,800.0,96994.0,260.0,96734.0,265755.0,260.0,265495.0
2026-03-03,False,10:45–16:00,04:00–24:00,838.63,1526.3,0.0,446964.0,1906.0,445058.0,403617.0,1906.0,401710.0
2026-03-04,False,–,–,0.0,0.0,0.0,0.0,4269.0,-4269.0,169215.0,4269.0,164946.0
