date,pred_native_15m,charge_window,discharge_window,charge_mwh,discharge_mwh,soc_end,gross,aux_cost,net,pf_gross,pf_aux_cost,pf_net
2026-03-23,False,07:45–16:45,10:45–24:00,1106.49,1006.9,0.0,105443.0,967.0,104476.0,132240.0,967.0,131273.0
2026-03-24,False,04:45–20:45,06:30–23:30,1200.0,718.85,391.2,147696.0,817.0,146879.0,332146.0,817.0,331329.0
2026-03-25,False,05:00–22:45,00:45–24:00,975.06,1260.45,0.0,445440.0,2470.0,442970.0,419262.0,2470.0,416792.0
2026-03-26,False,09:45–24:00,17:30–21:00,1131.13,438.75,619.1,-82049.0,5072.0,-87121.0,466409.0,5072.0,461338.0
2026-03-27,False,06:00–15:15,01:00–21:30,910.06,1418.73,-0.0,451719.0,5869.0,445850.0,345203.0,5869.0,339334.0
2026-03-28,False,00:00–20:00,01:15–22:00,1200.0,1092.0,0.0,-69833.0,4219.0,-74051.0,50821.0,4219.0,46602.0
2026-03-29,False,00:30–17:00,02:30–24:00,1200.0,1092.0,0.0,-71964.0,3748.0,-75712.0,230716.0,3748.0,226968.0
2026-03-30,False,00:00–22:45,03:45–24:00,1200.0,1092.0,0.0,-22940.0,5132.0,-28072.0,282363.0,5132.0,277231.0
2026-03-31,False,02:00–16:00,03:15–24:00,1124.34,1023.15,0.0,239160.0,1183.0,237978.0,304199.0,1183.0,303016.0
2026-04-01,False,00:00–17:00,02:15–24:00,1179.88,1073.69,0.0,208806.0,4059.0,204747.0,317224.0,4059.0,313165.0
2026-04-02,False,00:00–24:00,03:00–22:15,1200.0,328.85,800.0,13339.0,533.0,12805.0,143156.0,533.0,142623.0
2026-04-03,False,03:00–17:00,00:00–23:15,1200.0,1855.15,0.0,353826.0,1000.0,352825.0,389270.0,1000.0,388270.0
2026-04-04,False,09:15–24:00,15:15–23:00,952.38,777.94,93.0,134260.0,160.0,134100.0,184264.0,160.0,184104.0
2026-04-05,False,00:00–16:15,03:30–24:00,1200.0,1180.73,0.0,368664.0,928.0,367736.0,367383.0,928.0,366455.0
2026-04-06,False,03:00–17:00,04:15–24:00,960.41,873.98,0.0,197410.0,1877.0,195532.0,327511.0,1877.0,325634.0
2026-04-07,False,07:45–18:00,10:30–23:15,1200.0,1092.0,-0.0,-91141.0,2348.0,-93489.0,224778.0,2348.0,222430.0
2026-04-08,False,00:00–16:00,01:30–23:00,1200.0,1092.0,-0.0,160839.0,511.0,160327.0,193651.0,511.0,193140.0
2026-04-09,False,00:00–17:00,02:15–24:00,1200.0,1092.0,0.0,101483.0,1976.0,99507.0,362660.0,1976.0,360684.0
2026-04-10,False,02:45–17:00,04:30–24:00,1105.06,1005.6,0.0,595749.0,2411.0,593339.0,658756.0,2411.0,656345.0
2026-04-11,False,10:00–23:00,13:30–20:30,1200.0,328.85,800.0,-26600.0,1638.0,-28237.0,164456.0,1638.0,162819.0
2026-04-12,False,09:45–16:00,02:00–21:15,838.63,1526.3,0.0,124745.0,1428.0,123317.0,365209.0,1428.0,363781.0
2026-04-13,False,04:30–15:00,06:00–24:00,945.77,860.65,0.0,108443.0,2333.0,106110.0,257982.0,2333.0,255649.0
2026-04-14,False,09:45–14:45,18:00–23:30,838.63,763.15,0.0,206692.0,3529.0,203162.0,319453.0,3529.0,315924.0
2026-04-15,False,02:30–22:00,04:00–20:15,1200.0,328.85,800.0,47128.0,341.0,46787.0,189972.0,341.0,189631.0
2026-04-16,False,10:00–22:00,02:30–24:00,1005.71,1207.7,493.4,283647.0,2107.0,281540.0,252926.0,2107.0,250819.0
2026-04-17,False,03:45–17:00,00:00–22:15,1200.0,1562.65,0.0,213211.0,454.0,212757.0,345871.0,454.0,345417.0
