,0
n_days,81.0
cap_mwh,800.0
cap_comp,350.0
cycles_avg,2.327160493827161
arb_net,6600244.0
comp_total,48026302.0
net_total,54626550.0
pf_net_total,66872963.0
realization,0.8168704891990505
