year_month,column,expected_hours,actual_hours,non_null_count,non_zero_count,null_ratio,zero_ratio
2025-11,load_forecast,720,2850,2850,2850,0.0,0.0
2025-11,price_hbd,720,2850,2850,2850,0.0,0.0
2025-11,price_hbx,720,2850,2850,2850,0.0,0.0
2025-11,price_unified,720,2850,2850,2850,0.0,0.0
2025-11,renewable_actual,720,2850,2850,2850,0.0,0.0
2025-11,renewable_forecast,720,2850,2850,2850,0.0,0.0
2025-11,reserve_neg_capacity,720,2850,2850,2850,0.0,0.0
2025-11,reserve_pos_capacity,720,2850,2850,2850,0.0,0.0
2025-11,solar_actual,720,2850,2850,2838,0.0,0.0042
2025-11,solar_forecast,720,2850,2850,2850,0.0,0.0
2025-11,wind_actual,720,2850,2850,2850,0.0,0.0
2025-11,wind_forecast,720,2850,2850,2850,0.0,0.0
2025-12,east_send_forecast,744,2945,2945,2945,0.0,0.0
2025-12,load_actual,744,2945,2945,2945,0.0,0.0
2025-12,load_forecast,744,2945,2945,2945,0.0,0.0
2025-12,price_hbd,744,2945,2945,2945,0.0,0.0
2025-12,price_hbx,744,2945,2945,2945,0.0,0.0
2025-12,price_unified,744,2945,2945,2945,0.0,0.0
2025-12,renewable_actual,744,2945,2280,2280,0.2258,0.0
2025-12,renewable_forecast,744,2945,2280,2280,0.2258,0.0
2025-12,reserve_neg_capacity,744,2945,2945,2945,0.0,0.0
2025-12,reserve_pos_capacity,744,2945,2945,2945,0.0,0.0
2025-12,solar_actual,744,2945,2280,2264,0.2258,0.007
2025-12,solar_forecast,744,2945,2280,2280,0.2258,0.0
2025-12,wind_actual,744,2945,2280,2280,0.2258,0.0
2025-12,wind_forecast,744,2945,2280,2280,0.2258,0.0
2026-01,east_send_forecast,744,2945,2185,2185,0.2581,0.0
2026-01,load_actual,744,2945,2945,2945,0.0,0.0
2026-01,load_forecast,744,2945,2945,2945,0.0,0.0
2026-01,price_hbd,744,2945,2945,2945,0.0,0.0
2026-01,price_hbx,744,2945,2945,2945,0.0,0.0
2026-01,price_unified,744,2945,2945,2945,0.0,0.0
2026-01,renewable_actual,744,2945,0,0,1.0,
2026-01,renewable_forecast,744,2945,0,0,1.0,
2026-01,reserve_neg_capacity,744,2945,2945,2945,0.0,0.0
2026-01,reserve_pos_capacity,744,2945,2945,2945,0.0,0.0
2026-01,solar_actual,744,2945,0,0,1.0,
2026-01,solar_forecast,744,2945,0,0,1.0,
2026-01,wind_actual,744,2945,0,0,1.0,
2026-01,wind_forecast,744,2945,0,0,1.0,
2026-02,east_send_forecast,672,1737,0,0,1.0,
2026-02,load_actual,672,1737,190,190,0.8906,0.0
2026-02,load_forecast,672,1737,190,190,0.8906,0.0
2026-02,price_hbd,672,1737,1737,1736,0.0,0.0006
2026-02,price_hbx,672,1737,1737,1732,0.0,0.0029
2026-02,price_unified,672,1737,1737,1736,0.0,0.0006
2026-02,renewable_actual,672,1737,0,0,1.0,
2026-02,renewable_forecast,672,1737,0,0,1.0,
2026-02,reserve_neg_capacity,672,1737,1425,1425,0.1796,0.0
2026-02,reserve_pos_capacity,672,1737,1425,1425,0.1796,0.0
2026-02,solar_actual,672,1737,0,0,1.0,
2026-02,solar_forecast,672,1737,0,0,1.0,
2026-02,wind_actual,672,1737,0,0,1.0,
2026-02,wind_forecast,672,1737,0,0,1.0,
2026-03,east_send_forecast,744,624,0,0,1.0,
2026-03,load_actual,744,624,0,0,1.0,
2026-03,load_forecast,744,624,0,0,1.0,
2026-03,price_hbd,744,624,624,620,0.0,0.0064
2026-03,price_hbx,744,624,624,619,0.0,0.008
2026-03,price_unified,744,624,624,620,0.0,0.0064
2026-03,renewable_actual,744,624,0,0,1.0,
2026-03,renewable_forecast,744,624,0,0,1.0,
2026-03,reserve_neg_capacity,744,624,0,0,1.0,
2026-03,reserve_pos_capacity,744,624,0,0,1.0,
2026-03,solar_actual,744,624,0,0,1.0,
2026-03,solar_forecast,744,624,0,0,1.0,
2026-03,wind_actual,744,624,0,0,1.0,
2026-03,wind_forecast,744,624,0,0,1.0,
