,0
n_days,81.0
cap_mwh,400.0
cap_comp,350.0
cap_comp_in_obj,1.0
cycles_avg,4.148641975308642
arb_net,1403765.0
comp_total,42807614.0
net_total,44211385.0
pf_net_total,54998644.0
realization,0.8038631825177363
