date,alpha,actual_mean,p10_mean,p50_mean,p90_mean,interval_width,charge_mwh,discharge_mwh,net,pf_net,ratio
2026-01-27,0.0,471.7,680.39,769.99,836.48,156.09,871.13,792.73,378110.0,475018.0,0.7959908887663204
2026-01-28,0.0,750.33,435.94,491.05,516.3,80.36,1200.0,438.75,-455011.0,598879.0,-0.7597711724739055
2026-01-29,0.0,751.84,487.0,546.77,582.1,95.11,1200.0,1229.96,176992.0,666540.0,0.26553845230593814
2026-01-30,0.0,416.66,446.88,498.38,528.55,81.67,1017.86,1441.54,298669.0,57067.0,5.233655177247797
2026-01-31,0.0,181.89,212.74,240.25,285.72,72.99,838.63,763.15,232833.0,496746.0,0.46871640637267337
2026-02-01,0.0,169.92,36.68,67.73,100.17,63.49,981.49,893.15,310580.0,402819.0,0.7710162628873017
2026-02-02,0.0,186.67,238.44,272.69,311.49,73.05,1082.38,984.96,156127.0,228478.0,0.6833349381559712
2026-02-03,0.0,67.73,-34.72,-11.45,26.47,61.18,1200.0,585.0,34613.0,300875.0,0.11504113003739094
2026-02-04,0.0,25.46,41.29,73.99,102.96,61.67,1179.88,1353.79,208555.0,163337.0,1.276838683213234
2026-02-05,0.0,348.31,267.73,300.62,329.33,61.6,1200.0,1318.9,569949.0,647996.0,0.8795563552861437
2026-02-06,0.0,304.23,363.86,399.2,430.03,66.17,975.0,887.25,-3972.0,124580.0,-0.031883127307754056
2026-02-07,0.0,83.54,40.62,63.33,93.82,53.2,1200.0,1092.0,297362.0,376042.0,0.7907680525047734
2026-02-08,0.0,71.13,71.18,93.97,126.86,55.68,1163.45,925.65,93813.0,133576.0,0.7023192789123794
2026-02-09,0.0,-8.61,-31.55,-3.33,26.57,58.12,1200.0,461.94,27196.0,185945.0,0.1462583021861303
2026-02-10,0.0,178.38,122.12,153.27,184.77,62.65,1125.0,1786.9,446870.0,550067.0,0.8123919449812478
2026-02-11,0.0,23.69,20.84,46.06,76.3,55.47,1122.74,1021.69,145372.0,238868.0,0.6085871694827268
2026-02-12,0.0,107.33,113.46,132.39,166.52,53.06,1200.0,1092.0,109285.0,275406.0,0.3968141580067246
2026-02-13,0.0,10.83,9.3,43.0,71.27,61.97,1002.74,912.49,78595.0,193813.0,0.40551975357690145
2026-02-14,0.0,-42.23,5.19,30.55,64.42,59.22,1200.0,328.85,49639.0,70252.0,0.7065848659112908
2026-02-15,0.0,158.85,174.46,205.17,235.93,61.47,903.63,1585.45,493952.0,539198.0,0.9160864840003116
2026-02-16,0.0,195.21,283.14,320.61,361.65,78.51,984.88,896.24,215491.0,282953.0,0.7615787781009566
2026-02-17,0.0,-8.96,62.8,88.62,120.52,57.72,1017.2,925.65,4533.0,50689.0,0.08942768648030144
2026-02-18,0.0,-45.33,19.93,46.11,78.25,58.32,1200.0,1092.0,20588.0,27996.0,0.7353907701100157
2026-02-19,0.0,-50.05,-36.22,-15.39,11.42,47.64,1200.0,1092.0,5799.0,6306.0,0.9196003805899143
2026-02-20,0.0,-50.0,-36.05,-3.12,20.73,56.78,1007.5,916.82,5185.0,6051.0,0.8568831598082961
2026-02-21,0.0,21.31,-33.87,-8.24,17.76,51.63,1200.0,328.85,29462.0,211792.0,0.13910818161214777
2026-02-22,0.0,15.12,145.2,180.97,215.33,70.13,1052.91,1721.3,125398.0,216056.0,0.580395823305069
2026-02-23,0.0,106.77,91.14,111.69,137.65,46.51,1189.52,1082.46,284164.0,347143.0,0.8185790870044909
2026-02-24,0.0,28.69,55.18,79.69,105.16,49.98,1200.0,390.0,59952.0,74406.0,0.8057414724618982
2026-02-25,0.0,66.02,69.18,100.67,131.66,62.48,1052.08,1659.39,266838.0,271393.0,0.9832162214942906
2026-02-26,0.0,236.91,210.5,250.7,284.57,74.07,936.13,851.88,-58932.0,97133.0,-0.606714504854169
2026-02-27,0.0,227.56,110.14,139.38,172.23,62.09,1200.0,838.29,-261854.0,375163.0,-0.6979739473242297
2026-02-28,0.0,217.54,151.4,191.23,229.23,77.83,1200.0,1345.71,-5349.0,440326.0,-0.012147817753210121
2026-03-01,0.0,411.2,293.28,341.41,377.01,83.73,1100.71,1001.65,-76808.0,21669.0,-3.544602888919655
2026-03-02,0.0,19.94,-0.98,34.8,60.76,61.73,1200.0,328.85,17897.0,265495.0,0.06740993239044049
2026-03-03,0.0,146.31,121.39,152.3,181.56,60.17,1052.91,1721.3,377883.0,401710.0,0.9406860670633044
2026-03-04,0.0,327.65,275.62,294.42,312.46,36.84,609.11,554.29,-42315.0,164946.0,-0.2565385035102397
2026-03-05,0.0,111.8,206.53,229.74,260.98,54.45,910.06,828.15,253479.0,323021.0,0.7847136873454048
2026-03-06,0.0,367.51,260.6,290.23,319.7,59.11,1200.0,1092.0,-24048.0,207048.0,-0.11614698041033963
2026-03-07,0.0,62.98,54.96,74.98,113.14,58.18,1200.0,439.51,20865.0,226298.0,0.09220143350802923
2026-03-08,0.0,181.48,213.99,251.39,284.83,70.85,838.63,1415.64,460106.0,287107.0,1.602559324572372
2026-03-09,0.0,80.91,109.51,139.27,168.81,59.3,1200.0,328.85,55483.0,101417.0,0.5470779060709743
2026-03-10,0.0,149.94,240.48,295.82,351.54,111.06,910.06,1591.3,434925.0,523096.0,0.8314439414562528
2026-03-11,0.0,339.18,160.25,192.25,234.32,74.07,945.77,860.65,-91256.0,249197.0,-0.3662002351553189
2026-03-12,0.0,-12.03,-40.79,-15.89,15.36,56.15,1200.0,328.85,21987.0,125605.0,0.17504876398232555
2026-03-13,0.0,210.82,136.4,170.52,207.8,71.4,1200.0,1092.0,-157771.0,490585.0,-0.32159768439719927
2026-03-14,0.0,373.89,542.79,632.14,694.15,151.35,838.63,1526.3,413043.0,-142890.0,-2.8906361536846523
2026-03-15,0.0,322.58,278.09,329.45,371.28,93.19,1052.91,958.15,-52585.0,456638.0,-0.11515686386152707
2026-03-16,0.0,41.61,66.48,91.5,126.18,59.7,1200.0,958.15,82380.0,164508.0,0.5007659201984098
2026-03-17,0.0,196.14,6.45,31.1,70.07,63.62,1200.0,462.7,-5260.0,567396.0,-0.009270421363562662
2026-03-18,0.0,120.09,147.33,171.17,194.95,47.62,856.49,1542.55,410510.0,309720.0,1.3254229626759655
2026-03-19,0.0,180.32,207.55,256.83,296.03,88.48,910.06,828.15,344435.0,449492.0,0.7662761517446361
2026-03-20,0.0,122.4,132.8,163.56,202.66,69.87,1200.0,1023.15,111933.0,206542.0,0.5419382014311859
2026-03-21,0.0,-13.45,-46.42,-24.76,8.51,54.93,1200.0,397.7,28254.0,104658.0,0.26996502895144187
2026-03-22,0.0,322.63,169.44,205.18,237.59,68.15,874.34,1558.8,423726.0,433793.0,0.9767930787264893
2026-03-23,0.0,74.19,134.9,157.68,186.29,51.39,838.63,763.15,58159.0,131273.0,0.44303855324400293
2026-03-24,0.0,62.7,40.08,64.02,89.69,49.61,1177.91,1071.9,213837.0,331329.0,0.645391740535842
2026-03-25,0.0,189.55,223.27,241.25,272.88,49.61,999.34,909.4,311952.0,416792.0,0.7484596633332693
2026-03-26,0.0,389.23,250.61,293.65,333.14,82.53,1131.13,266.18,-143108.0,461338.0,-0.3102020644299841
2026-03-27,0.0,450.4,516.31,605.06,648.38,132.08,838.63,1526.3,548227.0,339334.0,1.6155970224027065
2026-03-28,0.0,323.76,337.33,380.19,410.66,73.34,1200.0,781.46,-95780.0,46602.0,-2.0552765975709195
