date,alpha,actual_mean,p10_mean,p50_mean,p90_mean,interval_width,charge_mwh,discharge_mwh,net,pf_net,ratio
2026-01-27,0.5,471.7,680.39,769.99,836.48,156.09,838.63,763.15,340552.0,475018.0,0.716924411285467
2026-01-28,0.5,750.33,435.94,491.05,516.3,80.36,1200.0,341.25,-544135.0,598879.0,-0.9085892141818297
2026-01-29,0.5,751.84,487.0,546.77,582.1,95.11,1200.0,1194.38,117933.0,666540.0,0.17693311729228553
2026-01-30,0.5,416.66,446.88,498.38,528.55,81.67,662.68,1251.41,393094.0,57067.0,6.888289203918202
2026-01-31,0.5,181.89,212.74,240.25,285.72,72.99,838.63,763.15,234424.0,496746.0,0.47191925048213773
2026-02-01,0.5,169.92,36.68,67.73,100.17,63.49,838.63,763.15,325679.0,402819.0,0.8084995990755153
2026-02-02,0.5,186.67,238.44,272.69,311.49,73.05,910.06,828.15,146751.0,228478.0,0.6422981643746881
2026-02-03,0.5,67.73,-34.72,-11.45,26.47,61.18,1200.0,390.0,9569.0,300875.0,0.03180390527627752
2026-02-04,0.5,25.46,41.29,73.99,102.96,61.67,838.63,702.0,180700.0,163337.0,1.1063016952680653
2026-02-05,0.5,348.31,267.73,300.62,329.33,61.6,838.63,1526.3,769975.0,647996.0,1.1882403595083921
2026-02-06,0.5,304.23,363.86,399.2,430.03,66.17,877.5,798.53,-8915.0,124580.0,-0.07156044308877829
2026-02-07,0.5,83.54,40.62,63.33,93.82,53.2,1017.2,925.65,287330.0,376042.0,0.7640901814159057
2026-02-08,0.5,71.13,71.18,93.97,126.86,55.68,838.63,763.15,97670.0,133576.0,0.7311942265077559
2026-02-09,0.5,-8.61,-31.55,-3.33,26.57,58.12,1200.0,328.85,28192.0,185945.0,0.1516147247842104
2026-02-10,0.5,178.38,122.12,153.27,184.77,62.65,903.63,1585.45,440791.0,550067.0,0.8013405639676621
2026-02-11,0.5,23.69,20.84,46.06,76.3,55.47,838.63,763.15,144093.0,238868.0,0.6032327477937606
2026-02-12,0.5,107.33,113.46,132.39,166.52,53.06,1033.63,940.6,102294.0,275406.0,0.3714298163438705
2026-02-13,0.5,10.83,9.3,43.0,71.27,61.97,838.63,763.15,80546.0,193813.0,0.41558615779127306
