,0
n_days,81.0
cap_mwh,400.0
cap_comp,350.0
cycles_avg,4.074691358024691
arb_net,3383152.0
comp_total,42044676.0
net_total,45427841.0
pf_net_total,54998644.0
realization,0.8259811096433578
