date,alpha,actual_mean,p10_mean,p50_mean,p90_mean,interval_width,charge_mwh,discharge_mwh,net,pf_net,ratio
2026-01-27,0.5,471.7,416.7,711.1,994.56,577.86,341.25,310.54,135205.0,475018.0,0.28463131923421847
2026-01-28,0.5,750.33,166.06,430.59,670.88,504.83,838.63,0.0,-439027.0,598879.0,-0.7330813069084072
2026-01-29,0.5,751.84,200.27,550.54,900.18,699.9,0.0,763.15,721125.0,666540.0,1.0818930596813394
2026-01-30,0.5,416.66,128.92,471.5,816.44,687.52,0.0,0.0,-5429.0,57067.0,-0.0951337901063662
2026-01-31,0.5,181.89,-29.08,202.38,524.35,553.43,0.0,0.0,-2370.0,496746.0,-0.004771049993356766
2026-02-01,0.5,169.92,-67.74,119.75,426.51,494.25,838.63,146.25,69765.0,402819.0,0.1731919298742115
2026-02-02,0.5,186.67,62.94,265.97,588.96,526.02,642.86,1201.9,425179.0,228478.0,1.8609187755495058
2026-02-03,0.5,67.73,-99.0,37.09,312.61,411.61,0.0,0.0,-883.0,300875.0,-0.002934773577066888
2026-02-04,0.5,25.46,-68.47,59.68,330.24,398.71,838.63,0.0,12837.0,163337.0,0.07859211323827424
2026-02-05,0.5,348.31,205.02,320.56,561.05,356.03,838.63,1526.3,760502.0,647996.0,1.1736214421076674
2026-02-06,0.5,304.23,105.2,327.92,661.27,556.07,0.0,0.0,-3964.0,124580.0,-0.031818911542783754
2026-02-07,0.5,83.54,-51.81,72.09,361.21,413.02,838.63,763.15,272093.0,376042.0,0.7235707713500088
2026-02-08,0.5,71.13,-85.8,103.92,409.49,495.29,0.0,0.0,-927.0,133576.0,-0.0069398694376235255
2026-02-09,0.5,-8.61,-100.59,-10.87,265.52,366.11,838.63,0.0,12384.0,185945.0,0.06660033880986313
2026-02-10,0.5,178.38,89.36,159.73,479.98,390.62,838.63,1526.3,465158.0,550067.0,0.8456388040002399
2026-02-11,0.5,23.69,-87.09,64.54,394.71,481.8,428.57,390.0,56967.0,238868.0,0.23848736540683557
2026-02-12,0.5,107.33,-18.17,123.11,453.02,471.19,195.0,177.45,7276.0,275406.0,0.02641917750521049
2026-02-13,0.5,10.83,-99.42,34.06,358.9,458.33,160.71,146.25,5833.0,193813.0,0.03009602039078906
2026-02-14,0.5,-42.23,-60.49,20.89,315.61,376.1,838.63,0.0,42482.0,70252.0,0.6047087627398509
2026-02-15,0.5,158.85,190.92,233.38,454.71,263.79,838.63,1526.3,475606.0,539198.0,0.8820618770841138
2026-02-16,0.5,195.21,92.68,273.13,598.49,505.81,438.75,399.26,123984.0,282953.0,0.4381787788077879
2026-02-17,0.5,-8.96,-51.41,88.11,340.0,391.41,0.0,0.0,117.0,50689.0,0.002308193099094478
2026-02-18,0.5,-45.33,24.26,58.19,291.99,267.73,609.11,554.29,17940.0,27996.0,0.6408058294042006
2026-02-19,0.5,-50.05,-39.28,-16.67,161.75,201.03,0.0,0.0,652.0,6306.0,0.10339359340310815
2026-02-20,0.5,-50.0,-20.42,-6.43,77.04,97.46,838.63,763.15,4425.0,6051.0,0.7312840852751611
2026-02-21,0.5,21.31,-15.91,-3.98,90.79,106.69,838.63,341.25,139154.0,211792.0,0.6570314270605122
2026-02-22,0.5,15.12,26.94,161.91,465.72,438.77,838.63,1185.05,142005.0,216056.0,0.657260154774688
2026-02-23,0.5,106.77,46.57,130.99,378.95,332.38,838.63,763.15,241814.0,347143.0,0.6965832524348755
2026-02-24,0.5,28.69,-0.73,105.24,321.13,321.86,838.63,0.0,41558.0,74406.0,0.5585302260570384
2026-02-25,0.5,66.02,74.29,97.34,254.33,180.04,482.14,1201.9,248541.0,271393.0,0.9157973860784914
2026-02-26,0.5,236.91,182.82,320.77,565.51,382.69,0.0,0.0,-3087.0,97133.0,-0.031781166030082464
2026-02-27,0.5,227.56,95.55,203.4,536.89,441.33,750.0,682.5,-206594.0,375163.0,-0.5506779719748482
2026-02-28,0.5,217.54,26.1,166.87,485.66,459.56,945.77,487.5,-106730.0,440326.0,-0.2423885939054246
2026-03-01,0.5,411.2,60.21,315.52,521.22,461.0,0.0,373.15,260717.0,21669.0,12.031796575753381
